"","PWS.ID","PWS.Name.x","Counties.Served.x","PWS.Type.2015","PWS.Name.y","PWS.Type","Counties.Served.y","match"
"176","CA2702004","RALPH LANE  WS","Monterey","Community water system","CAL AM WATER COMPANY - RALPH LANE","Community water system","Monterey",0.212121212121212
"177","CA3702338","WESTERN HORIZONS RAMONA CANYON","San Diego","Transient non-community system","RAMONA OAKS RV RESORT","Transient non-community system","San Diego",0.2
"178","CA2701152","YODER BROTHERS WS","Monterey","Non-Transient non-community system","FLORICULTURA PACIFIC WS","Non-Transient non-community system","Monterey",0.217391304347826
"179","CA3702706","HIGH LAND EAST TRAILER PARK","San Diego","Transient non-community system","BOULEVARD PINES MOBILE HOME AND RV PARK","Transient non-community system","San Diego",0.333333333333333
"180","CA3700047","T.C. WORTHY CASH & CARRY, INC.","San Diego","Transient non-community system","TECATE SUPERMARKET","Transient non-community system","San Diego",0.233333333333333
"181","CA2600714","LOWER SWALL MEADOWS WATER SYSTEM","Mono","Community water system","WHEELER CREST CSD","Community water system","Mono",0.1875
"182","CA2600622","SIERRA EAST MOBILE HOME COMMUNITY","Mono","Community water system","SIERRA EAST HOA","Community water system","Mono",0.424242424242424
"183","CA3700422","STUART WATER COMPANY","San Diego","Community water system","LAGUNA MOUNTIAN MUTUAL WATER CO.","Community water system","San Diego",0.25
"184","CA3303035","LOS GATOS TRAILER PARK","Riverside","Community water system","THERMAL PARK","Community water system","Riverside",0.363636363636364
"185","CA3400130","GREGG WATER CO","Sacramento","Community water system","THE COURTLAND GROUP","Community water system","Sacramento",0.210526315789474
"186","CA3900586","SYCAMORE MOBILE HOME PARK","San Joaquin","Community water system","B&G MOBILE HOME PARK LLC WS","Community water system","San Joaquin",0.444444444444444
"187","CA3600215","SAN BERNARDINO CO MEDICAL CENTER","San Bernardino","Community water system","GILBERT STREET COMPLEX","Community water system","San Bernardino",0.25
"188","CA1502133","TREEHOUSE CALIFORNIA ALMONDS","Kern","Non-Transient non-community system","V LIONS OPS WATER SYSTEM","Non-Transient non-community system","Kern",0.142857142857143
"189","CA5000577","ASHWANI SHARMA","Stanislaus","Transient non-community system","WESTLEY PROPERTY LLC","Transient non-community system","Stanislaus",0.1
"190","CA5000013","OID #45 - LOUIS MEYER","Stanislaus","Community water system","OID #45","Community water system","Stanislaus",0.333333333333333
"191","CA3600149","LAW'S CIDER MILL","San Bernardino","Transient non-community system","OG INVESTMENTS, LLC","Transient non-community system","San Bernardino",0.157894736842105
"192","CA4900912","KENWOOD RESTAURANT & BAR","Sonoma","Transient non-community system","SALT & STONE RESTAURANT","Transient non-community system","Sonoma",0.291666666666667
"193","CA3601064","OMYA (CALIFORNIA) INC","San Bernardino","Non-Transient non-community system","OMYA CALIFORNIA, A DIVISION OF OMYA INC","Non-Transient non-community system","San Bernardino",0.461538461538462
"194","CA3900624","WEST LANE MOBILE HOME PARK","San Joaquin","Community water system","IL VINETO","Community water system","San Joaquin",0.192307692307692
"195","CA1000511","NEW BEGINNINGS CHURCH","Fresno","Transient non-community system","CROSSOVER COMMUNITY CHURCH","Transient non-community system","Fresno",0.384615384615385
"196","CA3301863","TRINITY - ANZA","Riverside","Transient non-community system","OLIVET UNIVERSITY","Community water system","Riverside",0.117647058823529
"197","CA4901388","CARNEROS BREWING COMPANY","Sonoma","Transient non-community system","HEIRS OF MY DREAM WINERY, INC.","Transient non-community system","Sonoma",0.233333333333333
"198","CA1000221","WASHINGTON UNION HIGH SCHOOL","Fresno","Non-Transient non-community system","EASTON AUTHORITY JPA","Non-Transient non-community system","Fresno",0.321428571428571
"199","CA3600386","TRINITY OASIS PALMS INC","San Bernardino","Community water system","FOOTHILL ESTATES MHP","Community water system","San Bernardino",0.217391304347826
"200","CA3601051","CEMEX CONSTRUCTION MATERIALS AL","San Bernardino","Non-Transient non-community system","CEMEX - ALABAMA","Non-Transient non-community system","San Bernardino",0.32258064516129
"201","CA4500037","WHEELABRATOR SHASTA ENERGY","Shasta","Non-Transient non-community system","SHASTA-SUSTAINABLE RESOURCES MANAGEMENT","Non-Transient non-community system","Shasta",0.230769230769231
"202","CA5000494","HYPOWER HYDRAULICS","Stanislaus","Non-Transient non-community system","TURLOCK MACHINE WORKS","Non-Transient non-community system","Stanislaus",0.142857142857143
"203","CA5000498","PATCHETTS FORD MERCURY","Stanislaus","Non-Transient non-community system","GOLDEN STATE PFT PROPERTIES LLC","Non-Transient non-community system","Stanislaus",0.193548387096774
"204","CA5610010","RIO PLAZA WATER CO INC","Ventura","Community water system","CAL AMERICAN WC - RIO PLAZA","Community water system","Ventura",0.259259259259259
"205","CA3600772","UCLA UNICAMP","San Bernardino","Transient non-community system","UCLA UNICAMP - CAMP RIVER GLEN","Transient non-community system","San Bernardino",0.4
"206","CA2000560","SUGAR PINE CHRISTIAN CAMPS","Madera","Transient non-community system","CAMP SUGAR PINE","Transient non-community system","Madera",0.230769230769231
"207","CA4500071","DIGGER BAY MARINA","Shasta","Transient non-community system","PELORIA DIGGER BAY LLC","Transient non-community system","Shasta",0.363636363636364
"208","CA1700595","CAL 20 VILLAGE","Lake","Community water system","CAL 20 VILLAGE AND MEADOW POINTE PARK","Community water system","Lake",0.378378378378378
"209","CA4710009","CITY OF WEED","Siskiyou","Community water system","WEED, CITY OF","Community water system","Siskiyou",0.153846153846154
"210","CA0600013","PRINCETON WATER DISTRICT","Colusa","Community water system","COLUSA CO. WWD #2 - PRINCETON","Community water system","Colusa",0.241379310344828
"211","CA5200531","RIVER INN MOBILE HOME PARK","Tehama","Community water system","RIVER POINTE LANDING MHP","Community water system","Tehama",0.346153846153846
"212","CA1910017","SANTA CLARITA WATER DIVISION","Los Angeles","Community water system","SANTA CLARITA VALLEY W.A.-SANTA CLARITA","Community water system","Los Angeles",0.487179487179487
"213","CA1500491","INTERSTATE 5 PROPERTIES","Kern","Non-Transient non-community system","INTERSTATE 5 UILITY COMPANY","Non-Transient non-community system","Kern",0.481481481481482
"214","CA2210907","MUSD - CATHEYS VALLEY ELEMENTARY SCHOOL","Mariposa","Non-Transient non-community system","MUSD - SIERRA FOOTHILL CHARTER SCHOOL","Non-Transient non-community system","Mariposa",0.435897435897436
"215","CA5200562","PONDEROSA SKY RANCH WATER","Tehama","Community water system","SKY VIEW COUNTY WATER","Community water system","Tehama",0.32
"216","CA3600783","BLUE SKY MEADOWS SCIENCE INSTITUTE","San Bernardino","Transient non-community system","CAMP AGUDAH WEST","Transient non-community system","San Bernardino",0.176470588235294
"217","CA4710002","CITY OF DUNSMUIR","Siskiyou","Community water system","DUNSMUIR, CITY OF","Community water system","Siskiyou",0
"218","CA1900008","BIG ROCK CREEK CAMP","Los Angeles","Transient non-community system","HUTTOPIA PARADISE SPRINGS","Transient non-community system","Los Angeles",0.12
"219","CA2300663","HARWOOD WATER SYSTEM","Mendocino","Community water system","BRANSCOMB MOBILE HOME PARK","Community water system","Mendocino",0.153846153846154
"220","CA4300608","GAVILAN JR. COLLEGE","Santa Clara","Non-Transient non-community system","GAVILAN JOINT COMMUNITY COLLEGE DISTRICT","Non-Transient non-community system","Santa Clara",0.425
"221","CA5200657","RIVERVIEW AVENUE ESTATES","Tehama","Community water system","NORCAL WATER WORKS","Community water system","Tehama",0.25
"222","CA4300791","HGST, INC.","Santa Clara","Non-Transient non-community system","WESTERN DIGITAL TECHNOLOGIES, INC.","Non-Transient non-community system","Santa Clara",0.235294117647059
"223","CA1700670","NARROWS LODGE","Lake","Transient non-community system","NARROWS FAMILY RESORT","Transient non-community system","Lake",0.476190476190476
"224","CA4300994","RIVERSIDE RV PARK","Santa Clara","Community water system","COYOTE VALLEY RV RESORT","Community water system","Santa Clara",0.304347826086957
"225","CA1907016","AGUA DULCE CHRISTIAN CHURCH","Los Angeles","Transient non-community system","SHEPHERD OF THE HILLS","Transient non-community system","Los Angeles",0.148148148148148
"226","CA2701257","GARRAPATA WC INC","Monterey","Community water system","CAL AM WATER COMPANY - GARRAPATA","Community water system","Monterey",0.1875
"227","CA5400987","FOUNTAIN SPRINGS EL TAPATIO","Tulare","Transient non-community system","OLD STAGE SALOON AT FOUNTAIN SPRINGS","Transient non-community system","Tulare",0.25
"228","CA2202036","KOA CAMPGROUND","Mariposa","Transient non-community system","AUTOCAMP-YOSEMITE","Transient non-community system","Mariposa",0.294117647058823
"229","CA4010040","RURAL WATER COMPANY","San Luis Obispo","Community water system","GOLDEN STATE WATER COMPANY-CYPRESS RIDGE","Community water system","San Luis Obispo",0.375
"230","CA5403106","LO BUE BROS, INC. - EXETER","Tulare","Non-Transient non-community system","EXETER-IVANHOE CITRUS ASSOCIATION","Non-Transient non-community system","Tulare",0.121212121212121
"231","CA4901365","NORTH COAST FISHERIES","Sonoma","Non-Transient non-community system","MICHAEL LUCAS WATER SYSTEM","Non-Transient non-community system","Sonoma",0.192307692307692
"232","CA2010015","PARAMOUNT FARMS-FIREBAUGH","Madera","Non-Transient non-community system","WP&A-FIREBAUGH WATER SYSTEM","Non-Transient non-community system","Madera",0.148148148148148
"233","CA1200706","MIDWAY RV PARK","Humboldt","Community water system","TRINIDAD EXTENDED STAY RV","Community water system","Humboldt",0.24
"234","CA1010062","WATER WORKS DISTRICT 18 - MIRA BELLA","Fresno","Community water system","FCWWD #18/MIRA BELLA","Community water system","Fresno",0.388888888888889
"235","CA1010051","FRESNO CO WW DIST 18 - FRIANT","Fresno","Community water system","FCWWD #18/FRIANT","Community water system","Fresno",0.448275862068966
"236","CA1000564","PARAMOUNT FARMS - EL DORADO","Fresno","Non-Transient non-community system","WONDERFUL PISTACHIOS & ALMONDS-EL DORADO","Non-Transient non-community system","Fresno",0.35
"237","CA3610118","YERMO WATER CO","San Bernardino","Community water system","APPLE VALLEY RANCHOS WATER CO - YERMO","Community water system","San Bernardino",0.324324324324324
"238","CA3901336","PALLET KING","San Joaquin","Non-Transient non-community system","WESTERN PALLET SUPPLY & LOGISTICS","Non-Transient non-community system","San Joaquin",0.242424242424242
"239","CA5200574","LARKSPUR MEADOWS WATER CO.","Tehama","Community water system","DEL ORO WC - LARKSPUR MEADOWS","Community water system","Tehama",0.206896551724138
"240","CA5400504","A & A  MHP","Tulare","Community water system","PORTERVILLE MOBILE VILLAGE","Community water system","Tulare",0.0769230769230769
"241","CA5400506","NO KAWEAH MUTUAL WATER CO","Tulare","Community water system","NORTH KAWEAH MWC","Community water system","Tulare",0.4
"242","CA5000284","RAINBOW FIELDS","Stanislaus","Transient non-community system","RAINBOW SPORTS COMPLEX","Transient non-community system","Stanislaus",0.409090909090909
"243","CA5000316","CURTIS INVESTMENTS","Stanislaus","Community water system","HAKAM MISSON","Community water system","Stanislaus",0.166666666666667
"244","CA5000384","A & M INDUSTRIES INC","Stanislaus","Non-Transient non-community system","GREENLAW MODESTO INVESTORS LLC","Non-Transient non-community system","Stanislaus",0.3
"245","CA5000141","LIBITZKY PROPERTY MANAGEMENT CORP.","Stanislaus","Non-Transient non-community system","LIBITZKY","Non-Transient non-community system","Stanislaus",0.235294117647059
"246","CA1010017","FRESNO CO WATERWORKS DIST 41","Fresno","Community water system","FCWWD #41/SHAVER LAKE","Community water system","Fresno",0.142857142857143
"247","CA4500293","PACKERS BAY MARINA","Shasta","Transient non-community system","SHASTA MARINA AT PACKERS BAY","Transient non-community system","Shasta",0.25
"248","CA2800587","DUFFY S MYRTLEDALE RESORT","Napa","Transient non-community system","DUFFY'S NAPA VALLEY REHAB","Transient non-community system","Napa",0.44
"249","CA2702456","MRWPCA TREATMENT PLANT WS","Monterey","Non-Transient non-community system","MONTEREY ONE WATER (FORMERLY MRWPCA)","Non-Transient non-community system","Monterey",0.194444444444444
"250","CA2702482","COLOR SPOT NURSERY WS #02","Monterey","Non-Transient non-community system","ALTMAN PLANTS WS #05 -ESP 325 (PREV CS2)","Non-Transient non-community system","Monterey",0.175
"251","CA4100540","OKU INC","San Mateo","Community water system","OKU INCORPORATED","Community water system","San Mateo",0.4375
"252","CA3400424","ARCO AM PM","Sacramento","Transient non-community system","JACKSON SHELL (SWS)","Transient non-community system","Sacramento",0.210526315789474
"253","CA0707534","LINDQUIST LANDING MARINA","Contra Costa","Transient non-community system","BRENTWOOD MARINA","Transient non-community system","Contra Costa",0.375
"254","CA2000535","BEASORE MEADOWS","Madera","Transient non-community system","BEASORE MUTUAL WATER CO.","Transient non-community system","Madera",0.458333333333333
"255","CA2000536","HIGH SIERRA PROPERTY OWNERS ASSO.","Madera","Transient non-community system","HIGH SIERRA MEADOW MUTUAL WATER","Transient non-community system","Madera",0.424242424242424
"256","CA2000545","DAYS INN","Madera","Transient non-community system","GATEWAY INN","Transient non-community system","Madera",0.454545454545455
"257","CA3901181","AMERON INTERNATIONAL","San Joaquin","Non-Transient non-community system","NORTHWEST PIPE COMPANY","Non-Transient non-community system","San Joaquin",0.136363636363636
"258","CA3610003","APPLE VALLEY RANCHOS WC","San Bernardino","Community water system","LIBERTY UTILITIES (AV RANCHOS) CORP.","Community water system","San Bernardino",0.333333333333333
"259","CA3400296","TRAVEL LODGE MOBILE HOME PARK","Sacramento","Community water system","SAC CITY MOBILE HOME COMMUNITY LP","Community water system","Sacramento",0.333333333333333
"260","CA0706049","BON GUSTOS","Contra Costa","Transient non-community system","ALOHA CLUB","Transient non-community system","Contra Costa",0
"261","CA4500022","HAT CREEK WATER COMPANY, LLC","Shasta","Community water system","DEL ORO WATER CO. - HAT CREEK DISTRICT","Community water system","Shasta",0.315789473684211
"262","CA3901278","COLOR SPOT, LODI","San Joaquin","Non-Transient non-community system","PLUG CONNECTION LODI","Non-Transient non-community system","San Joaquin",0.35
"263","CA0706050","THOMAS DENOVA LLC WATER SYSTEM","Contra Costa","Non-Transient non-community system","WILLOW PASS BUSSINESS PARK WATER SYSTEM","Non-Transient non-community system","Contra Costa",0.487179487179487
"264","CA0707625","GOLDEN EAGLE SMALL WATER SYSTEM","Contra Costa","Non-Transient non-community system","MARATHON MARTINEZ WATER SYSTEM","Non-Transient non-community system","Contra Costa",0.451612903225806
"265","CA5800576","FRESH MARKET","Yuba","Transient non-community system","SUPER POWER MART","Transient non-community system","Yuba",0.25
"266","CA3901309","PACIFIC TRIPLE E LTD","San Joaquin","Non-Transient non-community system","GLASSFAB TEMPERING SERVICES INC.","Non-Transient non-community system","San Joaquin",0.28125
"267","CA3901338","RO LAB AMERICAN RUBBER CO","San Joaquin","Non-Transient non-community system","DYNATECT RO-LAB, INC.","Non-Transient non-community system","San Joaquin",0.16
"268","CA5800831","PARADISE APOSTOLIC CAMP","Yuba","Transient non-community system","BAPTIST CHRISTIAN CAMP OF CA","Transient non-community system","Yuba",0.321428571428571
"269","CA2000806","THE NEW BUCKHORN SALOON & REST.","Madera","Transient non-community system","BUCKHORN BAR AND  RESTAURANT","Transient non-community system","Madera",0.354838709677419
"270","CA2000817","NEW JADE GAZEBO/DIRTY DONKEY","Madera","Transient non-community system","SUGAR PINE PIZZA","Transient non-community system","Madera",0.142857142857143
"271","CA2000848","SAND CASTLE DAY CARE","Madera","Non-Transient non-community system","BLACKHAWK CENTER WATER SYSTEM","Non-Transient non-community system","Madera",0.275862068965517
"272","CA4000747","LAST STAGE WEST","San Luis Obispo","Transient non-community system","HALFWAY STATION","Transient non-community system","San Luis Obispo",0.133333333333333
"273","CA3901373","EUSD-HEAD START CHILD DEV SERVICES INC","San Joaquin","Transient non-community system","EUSD-GATEWAY CHARTER","Non-Transient non-community system","San Joaquin",0.315789473684211
"274","CA2000203","OUTBACK INC - WATER ONLY","Madera","Non-Transient non-community system","OUTBACK INC","Non-Transient non-community system","Madera",0.458333333333333
"275","CA2700970","CHEROKEE ACRES MHP WS","Monterey","Community water system","ROYAL SIERRA ESTATES WS","Community water system","Monterey",0.260869565217391
"276","CA4500338","SEVEN HILLS LAND & CATTLE COMPANY","Shasta","Transient non-community system","ANSELMO VINEYARDS / SEVEN HILL LLC","Transient non-community system","Shasta",0.176470588235294
"277","CA2803886","RUTHERFORD GROVE WINERY","Napa","Transient non-community system","PESTONI FAMILY ESTATE WINERY","Transient non-community system","Napa",0.392857142857143
"278","CA3901428","MARTINIS BAIT & TACKLE","San Joaquin","Transient non-community system","IDLE WILD MARKET","Transient non-community system","San Joaquin",0.272727272727273
"279","CA1910147","SATIVA-L.A. CWD","Los Angeles","Community water system","SATIVA WATER SYSTEM","Community water system","Los Angeles",0.368421052631579
"280","CA5403137","ARMY CORPS ENG-SLICK ROCK","Tulare","Transient non-community system","USACE-SLICK ROCK DAY USE","Transient non-community system","Tulare",0.2
"281","CA5400757","ARMY CORPS ENG-HORSE CREEK","Tulare","Transient non-community system","USACE-HORSE CREEK CAMPGROUND","Transient non-community system","Tulare",0.178571428571429
"282","CA5400755","ARMY CORPS ENG-REC AREA","Tulare","Transient non-community system","USACE-KAWEAH REC AREA","Transient non-community system","Tulare",0.434782608695652
"283","CA5403074","KRAFT FOODS TULARE SOUTH","Tulare","Non-Transient non-community system","KRAFT HEINZ FOODS COMPANY","Non-Transient non-community system","Tulare",0.32
"284","CA2800811","ACACIA WINERY","Napa","Transient non-community system","LIANA ESTATE","Transient non-community system","Napa",0.230769230769231
"285","CA4400757","SALSIPUEDES ELEMENTARY","Santa Cruz","Non-Transient non-community system","ALIANZA CHARTER SCHOOL/WCSA","Non-Transient non-community system","Santa Cruz",0.111111111111111
"286","CA3901213","AVALOS, SILVIA","San Joaquin","Community water system","SUNNY ROAD WATER SYSTEM","Community water system","San Joaquin",0.130434782608696
"287","CA5400875","DIXON WATER COMPANY","Tulare","Community water system","VILLAGE APARTMENTS","Community water system","Tulare",0.157894736842105
"288","CA5403127","MONROVIA VENICE HILLS NURSERY","Tulare","Non-Transient non-community system","MONROVIA NURSERY - VENICE HILLS","Non-Transient non-community system","Tulare",0.419354838709677
"289","CA5403030","DRY CREEK DELI","Tulare","Transient non-community system","JACK GRIGGS INC.","Transient non-community system","Tulare",0.1875
"290","CA5400873","CHARTER ALTERNATIVES ACADEMY","Tulare","Non-Transient non-community system","UNION SCHOOL","Non-Transient non-community system","Tulare",0.142857142857143
"291","CA2900501","BRASS RAIL WATER SYSTEM","Nevada","Transient non-community system","BIGLEYS MARKET / BRASS RAIL","Transient non-community system","Nevada",0.222222222222222
"292","CA5402046","GNI WATERMAN LLC","Tulare","Non-Transient non-community system","WATERMAN VALVE, LLC","Non-Transient non-community system","Tulare",0.421052631578947
"293","CA5400536","KINGS RIVER ESTATES","Tulare","Community water system","KINGS RIVER ESTATES MUTUAL WATER COMPANY","Community water system","Tulare",0.475
"294","CA5403114","TRAVER FEEDMILL PWS","Tulare","Non-Transient non-community system","FOSTER FARMS TRAVER FEEDMILL","Non-Transient non-community system","Tulare",0.392857142857143
"295","CA2400234","ATWATER LDS","Merced","Transient non-community system","LDS CHURCH ATWATER","Transient non-community system","Merced",0.166666666666667
"296","CA3301044","Hidden Valley Nature Center","Riverside","Transient non-community system","HIDDEN VALLEY NATURE CENTER","Transient non-community system","Riverside",0.259259259259259
"297","CA1510033","CAL WATER SERVICE CO-KERNVILLE SYSTEM","Kern","Community water system","CWS - KERNVILLE","Community water system","Kern",0.351351351351351
"298","CA4110017","CITY OF MENLO PARK","San Mateo","Community water system","MENLO PARK MUNICIPAL WATER","Community water system","San Mateo",0.230769230769231
"299","CA5401084","BADGER MTN HOUSE INC","Tulare","Transient non-community system","BAKER MOUNTAIN HOUSE","Transient non-community system","Tulare",0.45
"300","CA4800727","CAMPBELL SOUP SUPPLY CO - DIXON CANNING","Solano","Non-Transient non-community system","CAMPBELL SOUP DIXON","Non-Transient non-community system","Solano",0.487179487179487
"301","CA5403080","FRUIT PATCH INC","Tulare","Non-Transient non-community system","LEGACY PACKING","Non-Transient non-community system","Tulare",0.333333333333333
"302","CA4901414","SOLANA GOLD","Sonoma","Transient non-community system","JJAPT BLOOMFIELD","Transient non-community system","Sonoma",0.25
"303","CA0706015","NEW DOCS MARINA","Contra Costa","Transient non-community system","DELTA WAVES","Transient non-community system","Contra Costa",0.2
"304","CA2600529","MONO VILLAGE RESTAURANT/STORE","Mono","Transient non-community system","ANNETT'S MONO VILLAGE","Transient non-community system","Mono",0.137931034482759
"305","CA3302102","A MART GAS","Riverside","Transient non-community system","ANZA PETROLEUM INC","Transient non-community system","Riverside",0.222222222222222
"306","CA4200721","NAPLES WATER COMPANY","Santa Barbara","Community water system","NAPLES","Community water system","Santa Barbara",0.3
"307","CA5700555","HACIENDA MOTEL","Yolo","Transient non-community system","BONFIRE VILLAGE HOTEL","Transient non-community system","Yolo",0.380952380952381
"308","CA2000672","ROBERT JOHNSON FARMS, INC","Madera","Non-Transient non-community system","RIVER RANCH 14","Non-Transient non-community system","Madera",0.24
"309","CA3301571","MCINTYRE - RIV. COUNTY PARKS","Riverside","Transient non-community system","DESTINY MCINTYRE RV CAMPGROUND","Transient non-community system","Riverside",0.233333333333333
"310","CA4200893","BRIDLEWOOD WINERY","Santa Barbara","Transient non-community system","SCOTT EHRLICH WATER SYSTEM","Transient non-community system","Santa Barbara",0.230769230769231
"311","CA4200931","CURTIS WINERY","Santa Barbara","Transient non-community system","ANDREW MURRAY VINEYARD","Transient non-community system","Santa Barbara",0.318181818181818
"312","CA5700712","DUNNIGAN WATER WORKS","Yolo","Community water system","CAL AM - DUNNIGAN","Community water system","Yolo",0.1
"313","CA3901031","ORCHARD RESTAURANT","San Joaquin","Community water system","132 INVESTMENTS WATER SYSTEM","Community water system","San Joaquin",0.178571428571429
"314","CA4200832","FROZSUN FOODS","Santa Barbara","Non-Transient non-community system","SURE FRESH PRODUCE","Non-Transient non-community system","Santa Barbara",0.222222222222222
"315","CA4200678","SANTA ANITA MWC","Santa Barbara","Community water system","SANTA ANITA MUTUAL WATER COMPANY","Community water system","Santa Barbara",0.46875
"316","CA4500085","JACOB'S WELL WATER SYSTEM","Shasta","Transient non-community system","LIVING SPRINGS RV & CABINS RESORT","Transient non-community system","Shasta",0.181818181818182
"317","CA2300837","YOKAYO WATER SYSTEM","Mendocino","Community water system","YOKAYO TRIBE OF INDIANS","Community water system","Mendocino",0.391304347826087
"318","CA3106491","JEHOVAH'S WITNESS/VISTA CONG.","Placer","Transient non-community system","KINGDOM HALL OF JEHOVAH'S WITNESSES, BER","Transient non-community system","Placer",0.35
"319","CA4200616","SKYLINE PARK & SERVICE CO.","Santa Barbara","Community water system","SKYLINE PARK","Community water system","Santa Barbara",0.461538461538462
"320","CA2400058","CATTLEMEN'S RESTAURANT","Merced","Transient non-community system","DOS PALOS Y AUCTION YARD","Transient non-community system","Merced",0.125
"321","CA2600533","HISTORIC MONO INN","Mono","Transient non-community system","MONO INN","Transient non-community system","Mono",0.470588235294118
"322","CA2800556","BROKEN HILL 1 LLC","Napa","Non-Transient non-community system","OAKVILLE GROCERY CO.","Non-Transient non-community system","Napa",0.1
"323","CA3705060","WILL BILL S RETAIL CENTER","San Diego","Transient non-community system","CAMPO GROUP LLC","Transient non-community system","San Diego",0.16
"324","CA2800562","FRANCISCAN WINERY","Napa","Non-Transient non-community system","FRANCISCAN VINEYARDS DBA THE PRISONER WI","Non-Transient non-community system","Napa",0.375
"325","CA3200071","BUCKS LAKE LODGE","Plumas","Transient non-community system","BUCKS LAKE LODGE & TIMBERLINE LODGE","Transient non-community system","Plumas",0.457142857142857
"326","CA3200138","JD TRAILER RANCH","Plumas","Community water system","MEADOW EDGE MHP","Community water system","Plumas",0.0625
"327","CA0510019","WALLACE COMMUNITY SERVICES DISTRICT","Calaveras","Community water system","CCWD - WALLACE","Community water system","Calaveras",0.142857142857143
"328","CA3200195","GREENHAVEN HOME OWNER WATER ASSN.","Plumas","Community water system","GREENHAVEN HOA","Community water system","Plumas",0.424242424242424
"329","CA3901467","GLORIANN FARM INC","San Joaquin","Non-Transient non-community system","MB FARMS","Non-Transient non-community system","San Joaquin",0.294117647058823
"330","CA3901471","FARMINGTON FRESH SALES LLC","San Joaquin","Transient non-community system","FRESH INNOVATIONS LLC","Transient non-community system","San Joaquin",0.307692307692308
"331","CA4800558","EL TAPATIO CAFE","Solano","Transient non-community system","EL PITAYO RESTAURANT","Transient non-community system","Solano",0.3
"332","CA0310021","AMADOR COUNTY SERVICE AREA #3/UNIT 6","Amador","Community water system","AWA - CAMANCHE VILLAGE","Community water system","Amador",0.25
"333","CA1300632","BLU-IN CAFE","Imperial","Transient non-community system","OW CAFE, LLC","Transient non-community system","Imperial",0.0833333333333334
"334","CA0300037","LAKE AMADOR RECREATION AREA","Amador","Community water system","JACKSON VALLEY IRRIGATION DISTRICT","Community water system","Amador",0.323529411764706
"335","CA0310003","AWA, SUTTER CREEK","Amador","Community water system","AWA, TANNER","Community water system","Amador",0.411764705882353
"336","CA1000588","PANOCHE RANCH - FRANK LOGOLUSO FARMS","Fresno","Transient non-community system","BEAR FLAG FARMS","Transient non-community system","Fresno",0.333333333333333
"337","CA4900533","COMMON WATER COMPANY (PUC)","Sonoma","Community water system","MORTON'S WARM SPRINGS / SONOMA SPRINGS","Community water system","Sonoma",0.263157894736842
"338","CA1503226","QUAIL VALLEY WATER DIST-WESTSIDE SYSTEM","Kern","Community water system","QVWD-WEST & EAST COMBINED WATER SYSTEM","Community water system","Kern",0.307692307692308
"339","CA5500245","MOUNTAIN SPRINGS GOLF COURSE","Tuolumne","Transient non-community system","TELELI GOLF CLUB","Transient non-community system","Tuolumne",0.357142857142857
"340","CA4300951","SYNGENTA SEEDS, INC.- PLANT","Santa Clara","Non-Transient non-community system","REFORESTATION TECHNOLOGIES INTERNATIONAL","Non-Transient non-community system","Santa Clara",0.225
"341","CA3301750","THE WILDLANDS CONSERVANCY","Riverside","Transient non-community system","WHITEWATER PRESERVE","Transient non-community system","Riverside",0.32
"342","CA4710010","CITY OF TULELAKE","Siskiyou","Community water system","TULELAKE, CITY OF","Community water system","Siskiyou",0
"343","CA4900841","VINEYARDS INN","Sonoma","Transient non-community system","TIPS ROADSIDE","Transient non-community system","Sonoma",0.230769230769231
"344","CA4900935","COPPOLA WINERY #9","Sonoma","Non-Transient non-community system","VIRGINIA DARE WINERY","Non-Transient non-community system","Sonoma",0.25
"345","CA2000951","RANCHO DE VINA","Madera","Transient non-community system","SWS LAND DEVELOPMENT INC","Transient non-community system","Madera",0.25
"346","CA1510800","CALIF CORRECTNL INST TEHACHAPI","Kern","Community water system","CCI - TEHACHAPI","Community water system","Kern",0.433333333333333
"347","CA5400679","MOTEL 99","Tulare","Transient non-community system","99 PALMS INN AND SUITES","Transient non-community system","Tulare",0.0869565217391305
"348","CA5403073","SLATE MTN HOMEOWNERS ASSOCIATION","Tulare","Transient non-community system","SLATE MOUNTAIN HOA","Transient non-community system","Tulare",0.375
"349","CA3200185","Lower Bucks Lake LDS Camp","Plumas","Transient non-community system","LOWER BUCKS LAKE LDS CAMP","Transient non-community system","Plumas",0.44
"350","CA3200207","PSREC- Portola Office","Plumas","Non-Transient non-community system","PLUMAS SIERRA RURAL ELECTRIC PORTOLA","Non-Transient non-community system","Plumas",0.166666666666667
"351","CA2400220","STEVINSON RANCH GOLF CLUB","Merced","Non-Transient non-community system","STEVINSON RANCH MAINT. SHOP/THE GROVE","Transient non-community system","Merced",0.486486486486487
"352","CA2203051","SEVEN DAY ADVENTIST CAMP","Mariposa","Transient non-community system","CAMP WAWONA","Transient non-community system","Mariposa",0.166666666666667
"353","CA5400538","TCOVE","Tulare","Transient non-community system","ACCELERATED CHARTER HIGH SCHOOL","Non-Transient non-community system","Tulare",0.0967741935483871
"354","CA0202550","CO. OF ALPINE HEALTH &HOME SERVICE BLDG.","Alpine","Transient non-community system","ALPINE COUNTY HEALTH AND HUMAN SERVICES","Transient non-community system","Alpine",0.375
"355","CA5402022","TRAVER VALLEY FARMS","Tulare","Transient non-community system","BRAVO FARMS TRAVER","Transient non-community system","Tulare",0.315789473684211
